BST, 1330000, 49, 25.2165, 3.16538, 3.19663
AVL, 1340000, 23, 18.7367, 2.82001, 2.35124
BST, 1340000, 50, 25.9336, 3.20656, 3.24072
AVL, 1350000, 24, 18.7798, 2.84859, 2.36974
BST, 1350000, 57, 25.8048, 3.23898, 3.25731
AVL, 1360000, 23, 18.7477, 2.8668, 2.37293
BST, 1360000, 51, 25.5112, 3.4873, 3.25695
AVL, 1370000, 24, 18.8009, 2.89391, 2.40352
BST, 1370000, 50, 24.8145, 3.28158, 3.29795
AVL, 1380000, 24, 18.8532, 2.89204, 2.4226
BST, 1380000, 52, 25.266, 3.29726, 3.31731
AVL, 1390000, 23, 18.7895, 2.90903, 2.44004
BST, 1390000, 55, 26.9296, 3.32765, 3.34384
AVL, 1400000, 23, 18.8242, 2.89289, 2.50139
BST, 1400000, 49, 25.6688, 3.30082, 3.43663
AVL, 1410000, 23, 18.8172, 2.89563, 2.70023
BST, 1410000, 51, 25.5848, 3.37198, 3.59864
AVL, 1420000, 24, 18.8742, 2.884, 2.71152
BST, 1420000, 51, 26.9192, 3.40348, 3.56593
AVL, 1430000, 24, 18.8522, 2.89374, 2.50201
BST, 1430000, 49, 25.2767, 3.3279, 3.40011
AVL, 1440000, 23, 18.8356, 2.88919, 2.4657
BST, 1440000, 51, 26.2619, 3.3184, 3.38509
AVL, 1450000, 23, 18.9235, 2.89406, 2.48573
BST, 1450000, 51, 24.9575, 3.32015, 3.33485
AVL, 1460000, 24, 18.8757, 2.89148, 2.46743
BST, 1460000, 48, 25.8595, 3.32943, 3.36095
AVL, 1470000, 24, 18.8745, 2.89559, 2.46291
BST, 1470000, 50, 25.1154, 3.33054, 3.3518
AVL, 1480000, 24, 18.9351, 2.90303, 2.46936
BST, 1480000, 50, 24.8535, 3.39852, 3.88214
AVL, 1490000, 24, 18.8945, 2.94423, 2.47219
BST, 1490000, 50, 24.9627, 3.33122, 3.774
AVL, 1500000, 24, 18.9197, 2.91187, 2.47616
BST, 1500000, 51, 25.2243, 3.31122, 3.37486
